NAICS,NAICS Description,Language Modeling AIIE
314000,Textile Product Mills,-0.271759677087063
314100,Textile Furnishings Mills,-0.40438126987307677
314900,Other Textile Product Mills,-0.2163853379405702
315000,Apparel Manufacturing,-0.14665431961215059
315100,Apparel Knitting Mills,-0.5327593487766963
315200,Cut and Sew Apparel Manufacturing,-0.1033058657666614
315900,Apparel Accessories and Other Apparel Manufacturing,-0.30013118858260984
316000,Leather and Allied Product Manufacturing,-0.29322169547978305
316100,Leather and Hide Tanning and Finishing,-0.4575265629341684
316200,Footwear Manufacturing,-0.5350709887423837
316900,Other Leather and Allied Product Manufacturing,-0.1323084872580429
321000,Wood Product Manufacturing,-0.4829832214654731
321100,Sawmills and Wood Preservation,-0.6932922034690223
321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing",-0.42431079039538716
321900,Other Wood Product Manufacturing,-0.4233264436170634
322000,Paper Manufacturing,-0.1091916131285472
322100,"Pulp, Paper, and Paperboard Mills",0.029914424491935047
322200,Converted Paper Product Manufacturing,-0.1740362104014961
323000,Printing and Related Support Activities,-0.06522932276681807
323100,Printing and Related Support Activities,-0.06522932276681807
324000,Petroleum and Coal Products Manufacturing,0.2988652108949364
324100,Petroleum and Coal Products Manufacturing,0.2988652108949364
325000,Chemical Manufacturing,0.37396144401339415
3250A1,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only)",0.32700268872372595
3250A2,Chemical Manufacturing (3255 and 3256 only),0.181411392485606
325400,Pharmaceutical and Medicine Manufacturing,0.5047594220681495
326000,Plastics and Rubber Products Manufacturing,-0.06063101506437022
326100,Plastics Product Manufacturing,-0.03920107398336732
326200,Rubber Product Manufacturing,-0.1446864272035094
327000,Nonmetallic Mineral Product Manufacturing,-0.5611592111210765
331000,Primary Metal Manufacturing,-0.09379457275580821
331100,Iron and Steel Mills and Ferroalloy Manufacturing,-0.17143376895377355
331200,Steel Product Manufacturing from Purchased Steel,-0.13688367887796346
331300,Alumina and Aluminum Production and Processing,-0.11902060153439142
331400,Nonferrous Metal (except Aluminum) Production and Processing,0.022342953726511638
331500,Foundries,-0.0840929440164805
332000,Fabricated Metal Product Manufacturing,-0.024620619068032586
3320A1,"Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)",0.11287727354259626
3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),-0.11560555313949142
332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",-0.02622095369994213
332710,Machine Shops,-0.04056155621959292
332720,"Turned Product and Screw, Nut, and Bolt Manufacturing",0.01765047785220649
332800,"Coating, Engraving, Heat Treating, and Allied Activities",-0.24049757251656634
333000,Machinery Manufacturing,0.30052387369980094
3330A1,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",0.2966981766949197
333300,Commercial and Service Industry Machinery Manufacturing,0.449793087159474
333500,Metalworking Machinery Manufacturing,0.13779528816773579
333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing",0.3905563924350492
334000,Computer and Electronic Product Manufacturing,0.5960152702326117
334100,Computer and Peripheral Equipment Manufacturing,0.7467151023486379
334200,Communications Equipment Manufacturing,0.6055985075248473
334300,Audio and Video Equipment Manufacturing,0.598949941407468
334400,Semiconductor and Other Electronic Component Manufacturing,0.5298806212089688
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",0.6180062413943209
334600,Manufacturing and Reproducing Magnetic and Optical Media,0.7511869019008378
335000,"Electrical Equipment, Appliance, and Component Manufacturing",0.3121781839180692
335100,Electric Lighting Equipment Manufacturing,0.33811324833077994
335200,Household Appliance Manufacturing,0.16892790206614683
335300,Electrical Equipment Manufacturing,0.3670499968128328
335900,Other Electrical Equipment and Component Manufacturing,0.2957273491192337
336000,Transportation Equipment Manufacturing,0.3458053064463951
336100,Motor Vehicle Manufacturing,0.3884816609439931
336200,Motor Vehicle Body and Trailer Manufacturing,-0.12095668438258488
336300,Motor Vehicle Parts Manufacturing,0.13269405448480148
336400,Aerospace Product and Parts Manufacturing,0.5663754415491546
336500,Railroad Rolling Stock Manufacturing,0.30337224952319014
336600,Ship and Boat Building,-0.06692041108256515
336900,Other Transportation Equipment Manufacturing,0.08972725702452646
337000,Furniture and Related Product Manufacturing,-0.19168125342129455
3370A1,Furniture and Related Product Manufacturing (3371 and 3372 only),-0.19226810471300004
337900,Other Furniture Related Product Manufacturing,-0.2582240265403186
339000,Miscellaneous Manufacturing,0.3179937927941493
339100,Medical Equipment and Supplies Manufacturing,0.4473914309101645
339900,Other Miscellaneous Manufacturing,0.0796782748440231
339910,Jewelry and Silverware Manufacturing,-0.3534400608082553
42,Wholesale Trade,0.18734202589339186
423000,"Merchant Wholesalers, Durable Goods",0.20998634362250077
4230A1,"Merchant Wholesalers, Durable Goods (4232, 4233, 4235, 4236, 4237, and 4239 only)",0.0012825713713857645
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,-0.0650552948207047
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,0.6286276126972917
423800,"Machinery, Equipment, and Supplies Merchant Wholesalers",0.17313159000547737
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,-0.04202976906774351
424000,"Merchant Wholesalers, Nondurable Goods",0.066988107557552
4240A1,"Merchant Wholesalers, Nondurable Goods (4244 and 4248 only)",-0.22783419777257324
4240A2,"Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)",0.5937526764225862
4240A3,"Merchant Wholesalers, Nondurable Goods (4241, 4247, and 4249 only)",-0.11314682830520804
424300,"Apparel, Piece Goods, and Notions Merchant Wholesalers",0.3491318757745356
424500,Farm Product Raw Material Merchant Wholesalers,-0.43716693868259154
425000,Wholesale Trade Agents and Brokers,0.6004679985168296
425100,Wholesale Trade Agents and Brokers,0.6004679985168296
44-45,Retail Trade,-0.16981310495810217
441000,Motor Vehicle and Parts Dealers,-0.09195775799550653
441100,Automobile Dealers,0.05539823666832253
441200,Other Motor Vehicle Dealers,-0.021240726782411692
441300,"Automotive Parts, Accessories, and Tire Retailers",-0.473807379642677
444000,Building Material and Garden Equipment and Supplies Dealers,-0.35894052774150303
444100,Building Material and Supplies Dealers,-0.3659775155559888
444200,Lawn and Garden Equipment and Supplies Retailers,-0.3195967219680755
445000,Food and Beverage Retailers,-0.4065318968947076
4450A1,Food and Beverage Retailers (4451 and 4452 only),-0.425440997970959
445300,"Beer, Wine, and Liquor Retailers",-0.06126044807617221
449000,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",0.0871685459526904
449100,Furniture and Home Furnishings Retailers,-0.04623700455270819
449200,Electronics and Appliance Retailers,0.256035619608366
455000,General Merchandise Retailers,-0.34563413909620205
456000,Health and Personal Care Retailers,0.22308654678873108
456100,Health and Personal Care Retailers,0.22308654678873108
456110,Pharmacies and Drug Retailers,0.19028630034133934
457000,Gasoline Stations and Fuel Dealers,-0.17655593631242278
457100,Gasoline Stations,-0.1715274081835704
457200,Fuel Dealers,-0.30321581180941226
458000,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",0.21423383530776066
458100,Clothing and Clothing Accessories Retailers,0.21378151941472565
458200,Shoe Retailers,0.2616019987374839
458300,"Jewelry, Luggage, and Leather Goods Retailers",0.12811803173612377
459000,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",0.07174975013011413
4590A1,Miscellaneous Store Retailers (4594 and 4595 only),-0.039893708804696046
459100,"Sporting Goods, Hobby, and Musical Instrument Retailers",0.15981884574114066
459110,Sporting Goods Retailers,0.14538655711406068
459200,Book Retailers and News Dealers,0.10351527827339528
459300,Florists,-0.2747300573576917
459900,Other Miscellaneous Retailers,0.11269460813529718
48-49,Transportation and Warehousing,-0.648929750030664
481000,Air Transportation,-0.3548738120559315
481100,Scheduled Air Transportation,-0.42294541294998605
481200,Nonscheduled Air Transportation,0.17086902024751593
482000,Rail Transportation,-0.30454056855025297
482100,Rail Transportation,-0.30454056855025297
483000,Water Transportation,0.1731808423797102
483100,"Deep Sea, Coastal, and Great Lakes Water Transportation",0.4359087917477189
483200,Inland Water Transportation,-0.47855269783935067
484000,Truck Transportation,-0.7434742663373614
485000,Transit and Ground Passenger Transportation,0.11840497612643672
485100,Urban Transit Systems,-0.4114208369042839
485200,Interurban and Rural Bus Transportation,-0.638347545513963
485300,Taxi and Limousine Service,0.8626900509101131
485400,School and Employee Bus Transportation,0.11593906017871575
485500,Charter Bus Industry,-0.283711092079628
485900,Other Transit and Ground Passenger Transportation,0.2999872759981799
486000,Pipeline Transportation,0.3074761669959368
486100,Pipeline Transportation of Crude Oil,0.4669538015573676
486200,Pipeline Transportation of Natural Gas,0.30209673626764616
486900,Other Pipeline Transportation,-0.03460129140081704
487000,Scenic and Sightseeing Transportation,-0.20038891801045278
487100,"Scenic and Sightseeing Transportation, Land",-0.26964861945135804
487200,"Scenic and Sightseeing Transportation, Water",-0.4264202589157899
487900,"Scenic and Sightseeing Transportation, Other",-0.05861812698498389
488000,Support Activities for Transportation,0.17404978750607317
488100,Support Activities for Air Transportation,-0.13332360416779526
488200,Support Activities for Rail Transportation,-0.6214234924696874
488300,Support Activities for Water Transportation,-0.5758074687465691
488400,Support Activities for Road Transportation,-0.7472864682745793
488500,Freight Transportation Arrangement,0.6928389968223134
488900,Other Support Activities for Transportation,-0.3088106497359891
491000,Postal Service (Federal Government),-0.5040666266670933
491100,Postal Service (Federal Government),-0.5040666266670933
492000,Couriers and Messengers,-1.2203357056842934
492100,Couriers and Express Delivery Services,-1.2607596693154137
492200,Local Messengers and Local Delivery,-0.8824937864467927
493000,Warehousing and Storage,-0.9157777084484383
493100,Warehousing and Storage,-0.9157777084484383
51,Information,0.8032949268886457
512000,Motion Picture and Sound Recording Industries,0.6061555737652209
512100,Motion Picture and Video Industries,0.591661543244717
512130,Motion Picture and Video Exhibition,-0.22401635429925962
512200,Sound Recording Industries,0.8205485270198997
513000,Publishing Industries,0.9287464813951827
513100,"Newspaper, Periodical, Book, and Directory Publishers",0.8763688080556876
513110,Newspaper Publishers,0.7751188337969749
513200,Software Publishers,0.9516539567550635
516000,Broadcasting and Content Providers,0.8390588279975393
516100,Radio and Television Broadcasting Stations,0.8107702218593816
516110,Radio Broadcasting Stations,0.8534596988299885
516120,Television Broadcasting Stations,0.7952002755050528
516200,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",0.8556650201582359
517000,Telecommunications,0.6063161721234525
518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",0.9568178033398272
518200,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",0.9568178033398272
519000,"Web Search Portals, Libraries, Archives, and Other Information Services",0.9112209404818183
519200,"Web Search Portals, Libraries, Archives, and Other Information Services",0.9112209404818183
52,Finance and Insurance,0.9582918633083793
521000,Monetary Authorities-Central Bank,1.009137053016549
521100,Monetary Authorities-Central Bank,1.009137053016549
522000,Credit Intermediation and Related Activities,1.0043668631726583
5220A1,Credit Intermediation and Related Activities (5221 and 5223 only),1.0042303109950397
522200,Nondepository Credit Intermediation,1.0067154876732072
522290,Other Nondepository Credit Intermediation,1.0053728310875796
523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1.0725895200437412
524000,Insurance Carriers and Related Activities,0.8819698577260492
524100,Insurance Carriers,0.8222798416050634
524114,Direct Health and Medical Insurance Carriers,0.6764639085231731
524120,"Direct Insurance (except Life, Health, and Medical) Carriers",1.0161505756943747
524200,"Agencies, Brokerages, and Other Insurance Related Activities",0.9672486842874531
524210,Insurance Agencies and Brokerages,1.0667379256570717
524290,Other Insurance Related Activities,0.8222333850873846
525000,"Funds, Trusts, and Other Financial Vehicles",1.0016888103252997
525100,Insurance and Employee Benefit Funds,0.9305216698314499
525900,Other Investment Pools and Funds,1.054240334177274
53,Real Estate and Rental and Leasing,0.3457371474068699
531000,Real Estate,0.495152176292492
532000,Rental and Leasing Services,-0.17446006077360704
5320A1,"Rental and Leasing Services (5322, 5323, and 5324 only)",-0.22328725011147454
532100,Automotive Equipment Rental and Leasing,-0.07554263125548215
533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),1.014502099965296
533100,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),1.014502099965296
54,"Professional, Scientific, and Technical Services",0.8299417352774918
541000,"Professional, Scientific, and Technical Services",0.8299417352774918
541100,Legal Services,1.1439606314785564
541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",0.9993861683753902
541300,"Architectural, Engineering, and Related Services",0.7004329259305793
541330,Engineering Services,0.7372792779288525
541380,Testing Laboratories and Services,0.5653980207564481
541400,Specialized Design Services,0.6201721324718857
541500,Computer Systems Design and Related Services,0.9134134349977426
541600,"Management, Scientific, and Technical Consulting Services",0.8856394444617522
541700,Scientific Research and Development Services,0.7737868325709362
541710,"Research and Development in the Physical, Engineering, and Life Sciences",0.7646170522077118
541720,Research and Development in the Social Sciences and Humanities,0.9778978863870931
541800,"Advertising, Public Relations, and Related Services",0.8834121476196671
541900,"Other Professional, Scientific, and Technical Services",0.5433142981808763
541920,Photographic Services,0.22829203491255248
541940,Veterinary Services,-0.0006257399479497343
55,Management of Companies and Enterprises,0.8469512455637792
551000,Management of Companies and Enterprises,0.8469512455637792
551100,Management of Companies and Enterprises,0.8469512455637792
56,Administrative and Support and Waste Management and Remediation Services,-0.02132544064596682
561000,Administrative and Support Services,-0.002651973593791852
561100,Office Administrative Services,0.8483621231083467
561200,Facilities Support Services,-0.08850569470683199
561300,Employment Services,-0.012450324741470514
561320,Temporary Help Services,-0.09634654338528283
561400,Business Support Services,0.905480908341089
561500,Travel Arrangement and Reservation Services,0.9628841345052606
561600,Investigation and Security Services,-0.24338549925149625
561610,"Investigation, Guard, and Armored Car Services",-0.3577558933104773
561620,Security Systems Services,0.20216178859400558
561700,Services to Buildings and Dwellings,-0.9419833614038031
561710,Exterminating and Pest Control Services,-0.15678062135248627
561730,Landscaping Services,-1.1460114891510405
561900,Other Support Services,-0.019758501651748982
562000,Waste Management and Remediation Services,-0.4592542911916568
562100,Waste Collection,-0.7833673023803575
562200,Waste Treatment and Disposal,-0.25220794108771477
562900,Remediation and Other Waste Management Services,-0.30625856763322873
61,Educational Services,0.6993122846872736
611000,Educational Services,0.6991214541319772
611100,Elementary and Secondary Schools,0.6077927187817028
611200,Junior Colleges,0.9083156755337689
611300,"Colleges, Universities, and Professional Schools",0.8016824957997293
611400,Business Schools and Computer and Management Training,0.996689693358715
611500,Technical and Trade Schools,0.6646240361382929
611600,Other Schools and Instruction,0.6882811343108455
611700,Educational Support Services,0.9371916469210809
62,Health Care and Social Assistance,0.3335961825163879
621000,Ambulatory Health Care Services,0.40338621250472706
621100,Offices of Physicians,0.462518198876976
621200,Offices of Dentists,0.06937418015289903
621300,Offices of Other Health Practitioners,0.44513743910097897
621310,Offices of Chiropractors,0.43321160200026954
621320,Offices of Optometrists,0.39710441900410615
621330,Offices of Mental Health Practitioners (except Physicians),0.8624396827439741
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",0.3784672213060653
621390,Offices of All Other Health Practitioners,0.38283422757173585
621400,Outpatient Care Centers,0.3763138196535094
621420,Outpatient Mental Health and Substance Abuse Centers,0.5591562736256555
621500,Medical and Diagnostic Laboratories,0.4865526134925821
621600,Home Health Care Services,0.32175836713710443
621900,Other Ambulatory Health Care Services,0.4489842935918963
621910,Ambulance Services,0.39170115053516485
621990,All Other Ambulatory Health Care Services,0.4719064314068295
622000,Hospitals,0.3160232345834876
622100,General Medical and Surgical Hospitals,0.31556805103610525
622200,Psychiatric and Substance Abuse Hospitals,0.3179850320560296
622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,0.3256658338371578
623000,Nursing and Residential Care Facilities,0.16725133611827295
623100,Nursing Care Facilities (Skilled Nursing Facilities),0.13061137465732184
623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",0.45096486597560553
623210,Residential Intellectual and Developmental Disability Facilities,0.45706993464244156
623220,Residential Mental Health and Substance Abuse Facilities,0.4490869649180339
623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,0.06495145040327382
623900,Other Residential Care Facilities,0.43301618528060265
624000,Social Assistance,0.36607688604428246
624100,Individual and Family Services,0.6083817420207291
624120,Services for the Elderly and Persons with Disabilities,0.4602925235984627
624200,"Community Food and Housing, and Emergency and Other Relief Services",0.5933429366768126
624300,Vocational Rehabilitation Services,0.339492408071934
624400,Child Care Services,0.02245316435306915
71,"Arts, Entertainment, and Recreation",0.04749790482802436
711000,"Performing Arts, Spectator Sports, and Related Industries",0.37298116645691876
711100,Performing Arts Companies,0.46605700524893195
711110,Theater Companies and Dinner Theaters,0.4481315978015615
711200,Spectator Sports,0.33708402862384335
711300,"Promoters of Performing Arts, Sports, and Similar Events",0.14575053695603565
711400,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",1.2114792464084798
711500,"Independent Artists, Writers, and Performers",0.5939491802450526
712000,"Museums, Historical Sites, and Similar Institutions",0.5129232151042468
712100,"Museums, Historical Sites, and Similar Institutions",0.5129232151042468
713000,"Amusement, Gambling, and Recreation Industries",-0.1741268321764426
713100,Amusement Parks and Arcades,-0.047129414370852385
713200,Gambling Industries,0.12508912477067188
713900,Other Amusement and Recreation Industries,-0.2561815726959452
713940,Fitness and Recreational Sports Centers,-0.20241561089189897
72,Accommodation and Food Services,-0.44653370049270447
721000,Accommodation,-0.24970508474677736
721100,Traveler Accommodation,-0.2605643317612832
721120,Casino Hotels,-0.17230224912322914
721200,RV (Recreational Vehicle) Parks and Recreational Camps,0.03109613130809633
721300,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",-0.3966504920970162
722000,Food Services and Drinking Places,-0.4670736844786656
722300,Special Food Services,-0.4283317792107202
722400,Drinking Places (Alcoholic Beverages),-0.4388887204810934
722500,Restaurants and Other Eating Places,-0.4703655073609727
722511,Full-Service Restaurants,-0.5980108407255726
81,Other Services (except Public Administration),0.17619935997664155
811000,Repair and Maintenance,-0.4130519639875209
811100,Automotive Repair and Maintenance,-0.6108409309077774
811110,Automotive Mechanical and Electrical Repair and Maintenance,-0.49441961101379067
811120,"Automotive Body, Paint, Interior, and Glass Repair",-0.5106850004208533
811190,Other Automotive Repair and Maintenance,-0.9302278770046413
811200,Electronic and Precision Equipment Repair and Maintenance,0.30144943956362913
811300,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,-0.18652285750691663
811400,Personal and Household Goods Repair and Maintenance,-0.5484895754900198
812000,Personal and Laundry Services,-0.20713645001406028
812100,Personal Care Services,-0.1321378823695475
812200,Death Care Services,-0.020321129820445268
812300,Drycleaning and Laundry Services,-0.5801436511461517
812900,Other Personal Services,-0.17659547653535712
813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",0.7363481416609908
813100,Religious Organizations,0.6478597349169299
813200,Grantmaking and Giving Services,0.9992854099279851
813300,Social Advocacy Organizations,0.8011658395525978
813400,Civic and Social Organizations,0.17529162068616272
813900,"Business, Professional, Labor, Political, and Similar Organizations",0.8833023558135947
813930,Labor Unions and Similar Labor Organizations,1.0622513982279178
99,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",0.5326723621726894
999000,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",0.5326723621726894
999001,"Federal, State, and Local Government, including State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",0.5170116043025826
999100,Federal Executive Branch (OEWS Designation),0.7089410081643637
999101,"Federal Government, including the U.S. Postal Service (OEWS Designation)",0.663718429975912
999200,"State Government, excluding Schools and Hospitals (OEWS Designation)",0.6147172044833767
999201,"State Government, including Schools and Hospitals (OEWS Designation)",0.5961212748622849
999300,"Local Government, excluding Schools and Hospitals (OEWS Designation)",0.227090665366738
999301,"Local Government, including Schools and Hospitals (OEWS Designation)",0.3679600575173395
