NAICS,NAICS Description,Image Generation AIIE
525100,Insurance and Employee Benefit Funds,1.5821355316590349
525900,Other Investment Pools and Funds,1.7780547234826376
53,Real Estate and Rental and Leasing,0.8574417168833814
531000,Real Estate,1.0012765685991922
532000,Rental and Leasing Services,0.18879285613746652
5320A1,"Rental and Leasing Services (5322, 5323, and 5324 only)",0.19622528167717787
532100,Automotive Equipment Rental and Leasing,0.19081013863109092
533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),1.7662759994562163
533100,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),1.759312528592758
54,"Professional, Scientific, and Technical Services",1.9187971387923868
541000,"Professional, Scientific, and Technical Services",1.8907956190470212
541100,Legal Services,1.5775146430604279
541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",1.8004757601925396
541300,"Architectural, Engineering, and Related Services",2.2470971279651533
541330,Engineering Services,2.277921639298309
541380,Testing Laboratories and Services,1.7988980539857329
541400,Specialized Design Services,1.946642999288558
541500,Computer Systems Design and Related Services,2.0277613648892605
541600,"Management, Scientific, and Technical Consulting Services",1.789405118756543
541700,Scientific Research and Development Services,1.821311226328401
541710,"Research and Development in the Physical, Engineering, and Life Sciences",1.8732021352472719
541720,Research and Development in the Social Sciences and Humanities,1.8314566769610248
541800,"Advertising, Public Relations, and Related Services",1.6819839547448387
541900,"Other Professional, Scientific, and Technical Services",1.048717829205378
541920,Photographic Services,1.7106491663193426
541940,Veterinary Services,-0.22707320700302636
55,Management of Companies and Enterprises,1.7072456022855673
551000,Management of Companies and Enterprises,1.710715112030643
551100,Management of Companies and Enterprises,1.7115226881759689
56,Administrative and Support and Waste Management and Remediation Services,0.28708201095056773
561000,Administrative and Support Services,0.28516562003804946
561100,Office Administrative Services,1.5403082566045094
561200,Facilities Support Services,0.22538908792979076
561300,Employment Services,0.3438445528554187
561320,Temporary Help Services,0.22542302886143356
561400,Business Support Services,1.1135907408049697
561500,Travel Arrangement and Reservation Services,1.3810474758570885
561600,Investigation and Security Services,0.1864664794779415
561610,"Investigation, Guard, and Armored Car Services",0.05415643684150548
561620,Security Systems Services,0.8908193982512776
561700,Services to Buildings and Dwellings,-1.0988820894836615
561710,Exterminating and Pest Control Services,0.2609809208445147
561730,Landscaping Services,-0.9934116930174236
561900,Other Support Services,0.37931805644266664
562000,Waste Management and Remediation Services,0.16229316696361154
562100,Waste Collection,-0.21921427830251008
562200,Waste Treatment and Disposal,0.4728136580361245
562900,Remediation and Other Waste Management Services,0.2959468723745319
61,Educational Services,0.9148261010306938
611000,Educational Services,0.98533785365314
611100,Elementary and Secondary Schools,0.7114173135377193
611200,Junior Colleges,1.0875432562721477
611300,"Colleges, Universities, and Professional Schools",1.2319422147760013
611400,Business Schools and Computer and Management Training,1.6661452726649073
611500,Technical and Trade Schools,0.9759384071087804
611600,Other Schools and Instruction,0.5777925783596106
611700,Educational Support Services,1.4436134339134747
62,Health Care and Social Assistance,0.41049365754541467
621000,Ambulatory Health Care Services,0.6207234828717296
621100,Offices of Physicians,0.7528522565002727
621200,Offices of Dentists,0.1981344378297573
621300,Offices of Other Health Practitioners,0.3575589369649289
621310,Offices of Chiropractors,0.12298624514949236
621320,Offices of Optometrists,0.8989984898304514
621330,Offices of Mental Health Practitioners (except Physicians),0.8767449482630185
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",0.14397355398855927
621390,Offices of All Other Health Practitioners,0.47796260177965333
621400,Outpatient Care Centers,0.5569791974721527
621420,Outpatient Mental Health and Substance Abuse Centers,0.7458298458861046
621500,Medical and Diagnostic Laboratories,1.0198775944274678
621600,Home Health Care Services,0.4247019633745806
621900,Other Ambulatory Health Care Services,0.7881796813234688
621910,Ambulance Services,0.6833204383921896
621990,All Other Ambulatory Health Care Services,0.7663908110928196
622000,Hospitals,0.41667100268987206
622100,General Medical and Surgical Hospitals,0.40397814134883847
622200,Psychiatric and Substance Abuse Hospitals,0.386758113713357
622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,0.45997894933320205
623000,Nursing and Residential Care Facilities,0.05831253123865438
623100,Nursing Care Facilities (Skilled Nursing Facilities),-0.022642461785641013
623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",0.5677182472901547
623210,Residential Intellectual and Developmental Disability Facilities,0.6378342106364356
623220,Residential Mental Health and Substance Abuse Facilities,0.5660947038059114
623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,-0.16744031131269818
623900,Other Residential Care Facilities,0.5328597981310632
624000,Social Assistance,0.3869020980600076
624100,Individual and Family Services,0.7958138302546813
624120,Services for the Elderly and Persons with Disabilities,0.5369056152160671
624200,"Community Food and Housing, and Emergency and Other Relief Services",0.9364191157099391
624300,Vocational Rehabilitation Services,0.5774888367243756
624400,Child Care Services,-0.19910921121224634
71,"Arts, Entertainment, and Recreation",-0.07226126453023893
711000,"Performing Arts, Spectator Sports, and Related Industries",0.7979801271493691
711100,Performing Arts Companies,0.9549950952848482
711110,Theater Companies and Dinner Theaters,0.9784298691529628
711200,Spectator Sports,0.5541907212751631
711300,"Promoters of Performing Arts, Sports, and Similar Events",0.4299765315174262
711400,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",1.4076260885188425
711500,"Independent Artists, Writers, and Performers",1.4090748784495681
712000,"Museums, Historical Sites, and Similar Institutions",0.8996088095637961
712100,"Museums, Historical Sites, and Similar Institutions",0.8864949131827355
713000,"Amusement, Gambling, and Recreation Industries",-0.6233070551278829
713100,Amusement Parks and Arcades,-0.3426616105623257
713200,Gambling Industries,0.2506546379411025
713900,Other Amusement and Recreation Industries,-0.8443658909806132
713940,Fitness and Recreational Sports Centers,-1.108231532826986
72,Accommodation and Food Services,-1.1219325610725444
721000,Accommodation,-0.626887245601687
721100,Traveler Accommodation,-0.64728018248352
721120,Casino Hotels,-0.3096927775702605
721200,RV (Recreational Vehicle) Parks and Recreational Camps,0.04314938184171513
721300,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",-0.9405146606348426
722000,Food Services and Drinking Places,-1.1566333972235119
722300,Special Food Services,-0.9069978476556071
722400,Drinking Places (Alcoholic Beverages),-0.9301461550231469
722500,Restaurants and Other Eating Places,-1.1793232464278771
722511,Full-Service Restaurants,-1.3159136353847378
81,Other Services (except Public Administration),0.4829122530227979
811000,Repair and Maintenance,0.10185663763052219
811100,Automotive Repair and Maintenance,-0.14656408207579652
811110,Automotive Mechanical and Electrical Repair and Maintenance,0.022755063356023668
811120,"Automotive Body, Paint, Interior, and Glass Repair",0.08476936719684029
811190,Other Automotive Repair and Maintenance,-0.8091846112118753
811200,Electronic and Precision Equipment Repair and Maintenance,1.2428466425909341
811300,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,0.53000579251008
811400,Personal and Household Goods Repair and Maintenance,-0.0896340183179219
812000,Personal and Laundry Services,-0.21828107820925988
812100,Personal Care Services,-0.044272354412139975
812200,Death Care Services,-0.14547237647440622
812300,Drycleaning and Laundry Services,-0.5190984599701438
812900,Other Personal Services,-0.3246012515071439
813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1.182710383536771
813100,Religious Organizations,0.7396354698243641
813200,Grantmaking and Giving Services,1.6679840782476774
813300,Social Advocacy Organizations,1.364930089419142
813400,Civic and Social Organizations,0.01931056666569426
813900,"Business, Professional, Labor, Political, and Similar Organizations",1.5234983818963372
813930,Labor Unions and Similar Labor Organizations,1.566343245081877
99,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1.302212255447565
999000,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1.3119524940697063
999001,"Federal, State, and Local Government, including State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1.0569096464863785
999100,Federal Executive Branch (OEWS Designation),1.605485353674237
999101,"Federal Government, including the U.S. Postal Service (OEWS Designation)",1.5767768385222931
999200,"State Government, excluding Schools and Hospitals (OEWS Designation)",1.3095436730234604
999201,"State Government, including Schools and Hospitals (OEWS Designation)",1.112008868951891
999300,"Local Government, excluding Schools and Hospitals (OEWS Designation)",0.7621744837131071
999301,"Local Government, including Schools and Hospitals (OEWS Designation)",0.6685150275961037
