NAICS,NAICS Description,Language Modeling AIIE
481100,Scheduled Air Transportation,-0.384
623900,Other Residential Care Facilities,0.923
523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",2.105
3320A2,Fabricated Metal Product Manufacturing (3323 and 3324 only),-0.848
332800,"Coating, Engraving, Heat Treating, and Allied Activities",-0.804
622100,General Medical and Surgical Hospitals,0.598
221100,"Electric Power Generation, Transmission and Distribution",0.05
311700,Seafood Product Preparation and Packaging,-1.162
212300,Nonmetallic Mineral Mining and Quarrying,-1.219
611700,Educational Support Services,1.703
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,-0.134
811400,Personal and Household Goods Repair and Maintenance,-0.8
482100,Rail Transportation,-0.821
331400,Nonferrous Metal (except Aluminum) Production and Processing,-0.871
721100,Traveler Accommodation,-0.529
541700,Scientific Research and Development Services,1.406
325400,Pharmaceutical and Medicine Manufacturing,0.309
541800,"Advertising, Public Relations, and Related Services",1.282
4530A1,Miscellaneous Store Retailers (4532 and 4533 only),0.458
624100,Individual and Family Services,1.303
333300,Commercial and Service Industry Machinery Manufacturing,0.163
712100,"Museums, Historical Sites, and Similar Institutions",0.519
311500,Dairy Product Manufacturing,-0.895
311600,Animal Slaughtering and Processing,-1.515
238100,"Foundation, Structure, and Building Exterior Contractors",-1.621
327000,Nonmetallic Mineral Product Manufacturing,-1.085
813400,Civic and Social Organizations,0.047
237900,Other Heavy and Civil Engineering Construction,-1.167
517000,Telecommunications,0.172
623100,Nursing Care Facilities (Skilled Nursing Facilities),0.013
541300,"Architectural, Engineering, and Related Services",1.066
711500,"Independent Artists, Writers, and Performers",0.676
562900,Remediation and Other Waste Management Services,-0.848
221300,"Water, Sewage and Other Systems",-0.27
484000,Truck Transportation,-1.539
561600,Investigation and Security Services,-0.416
424500,Farm Product Raw Material Merchant Wholesalers,-0.687
321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing",-1.211
524100,Insurance Carriers,1.976
624300,Vocational Rehabilitation Services,0.523
541400,Specialized Design Services,0.996
713100,Amusement Parks and Arcades,-0.229
335100,Electric Lighting Equipment Manufacturing,0.48
561100,Office Administrative Services,1.674
237300,"Highway, Street, and Bridge Construction",-1.362
488500,Freight Transportation Arrangement,0.88
446100,Health and Personal Care Stores,0.404
813900,"Business, Professional, Labor, Political, and Similar Organizations",1.402
623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,-0.196
561700,Services to Buildings and Dwellings,-1.612
622200,Psychiatric and Substance Abuse Hospitals,0.67
621300,Offices of Other Health Practitioners,0.873
623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",1.031
336100,Motor Vehicle Manufacturing,-0.457
488300,Support Activities for Water Transportation,-1.45
238900,Other Specialty Trade Contractors,-1.392
237100,Utility System Construction,-1.219
333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing",-0.073
611500,Technical and Trade Schools,1.095
311100,Animal Food Manufacturing,-0.861
811100,Automotive Repair and Maintenance,-1.114
812300,Drycleaning and Laundry Services,-0.996
541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",1.908
331200,Steel Product Manufacturing from Purchased Steel,-1.027
485900,Other Transit and Ground Passenger Transportation,0.9
3330A1,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",-0.227
334100,Computer and Peripheral Equipment Manufacturing,1.398
212100,Coal Mining,-1.384
812900,Other Personal Services,-0.589
333500,Metalworking Machinery Manufacturing,-0.504
331100,Iron and Steel Mills and Ferroalloy Manufacturing,-1.135
541900,"Other Professional, Scientific, and Technical Services",0.654
311300,Sugar and Confectionery Product Manufacturing,-0.743
713900,Other Amusement and Recreation Industries,-0.573
621600,Home Health Care Services,0.812
454200,Vending Machine Operators,-0.692
3250A2,Chemical Manufacturing (3255 and 3256 only),-0.408
311200,Grain and Oilseed Milling,-0.786
524200,"Agencies, Brokerages, and Other Insurance Related Activities",2.087
423800,"Machinery, Equipment, and Supplies Merchant Wholesalers",0.263
621500,Medical and Diagnostic Laboratories,0.657
521100,Monetary Authorities-Central Bank,1.643
541600,"Management, Scientific, and Technical Consulting Services",1.722
621200,Offices of Dentists,0.478
511200,Software Publishers,1.877
532100,Automotive Equipment Rental and Leasing,-0.095
722500,Restaurants and Other Eating Places,-0.773
447100,Gasoline Stations,-0.106
721300,Rooming and Boarding Houses,-0.627
451200,Book Stores and News Dealers,0.582
115200,Support Activities for Animal Production,-1.034
334600,Manufacturing and Reproducing Magnetic and Optical Media,0.122
113300,Logging,-1.74
316900,Other Leather and Allied Product Manufacturing,-0.825
313100,"Fiber, Yarn, and Thread Mills",-1.615
491100,Postal Service (federal government),-1.121
315900,Apparel Accessories and Other Apparel Manufacturing,-1.059
336500,Railroad Rolling Stock Manufacturing,-0.792
483200,Inland Water Transportation,-1.204
313300,Textile and Fabric Finishing and Fabric Coating Mills,-0.526
212200,Metal Ore Mining,-1.113
487100,"Scenic and Sightseeing Transportation, Land",0.508
336600,Ship and Boat Building,-0.8
314100,Textile Furnishings Mills,-1.211
315100,Apparel Knitting Mills,-1.238
453100,Florists,-0.259
316200,Footwear Manufacturing,-0.591
448300,"Jewelry, Luggage, and Leather Goods Stores",0.588
487900,"Scenic and Sightseeing Transportation, Other",-0.058
487200,"Scenic and Sightseeing Transportation, Water",-0.657
485300,Taxi and Limousine Service,1.266
336900,Other Transportation Equipment Manufacturing,-0.297
515100,Radio and Television Broadcasting,1.331
525100,Insurance and Employee Benefit Funds,2.053
452000,General Merchandise Stores,0.27
485100,Urban Transit Systems,-0.166
486100,Pipeline Transportation of Crude Oil,-0.353
721200,RV (Recreational Vehicle) Parks and Recreational Camps,-0.203
624200,"Community Food and Housing, and Emergency and Other Relief Services",0.963
316100,Leather and Hide Tanning and Finishing,-1.134
485200,Interurban and Rural Bus Transportation,0.031
711400,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",2.017
335200,Household Appliance Manufacturing,-0.102
448200,Shoe Stores,0.645
722400,Drinking Places (Alcoholic Beverages),-0.651
448100,Clothing Stores,0.57
